bin_end,token_amount,recorded_notional_usd,record_count,low,high,price,observed,thin_bin,market_id,displacement_pp,rv_pp,jump_z,rv_z,baseline_ready,jump_alert,volatility_alert,alert,score
2026-06-06 00:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 00:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 01:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 02:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 03:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 04:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 05:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 06:50:00+00:00,5.0,1.45,1,0.71,0.71,0.71,True,True,2446852,,,,,False,False,False,False,
2026-06-06 06:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:00:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:15:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:20:00+00:00,12.05,2.05,1,0.83,0.83,0.83,True,True,2446852,,,,,False,False,False,False,
2026-06-06 07:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:30:00+00:00,1187.48,715.99,17,0.56,0.63,0.6029474180617779,True,False,2446852,,,,,False,False,False,False,
2026-06-06 07:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:40:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 07:50:00+00:00,15.0,6.75,2,0.55,0.55,0.55,True,True,2446852,,,,,False,False,False,False,
2026-06-06 07:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 08:00:00+00:00,130.91,58.91,2,0.55,0.55,0.55,True,True,2446852,,,,,False,False,False,False,
2026-06-06 08:05:00+00:00,679.42,320.61,9,0.51,0.55,0.5419064790556652,True,False,2446852,,,,,False,False,False,False,
2026-06-06 08:10:00+00:00,24.63,11.33,3,0.54,0.54,0.54,True,False,2446852,,,,,False,False,False,False,
2026-06-06 08:15:00+00:00,10.0,5.300000000000001,2,0.53,0.53,0.53,True,True,2446852,-2.0000000000000018,1.3005373645769518,,,False,False,False,False,
2026-06-06 08:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 08:25:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 08:30:00+00:00,104.60000000000001,47.14,4,0.54,0.55,0.549244741873805,True,False,2446852,,,,,False,False,False,False,
2026-06-06 08:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 08:40:00+00:00,10.0,4.5,1,0.55,0.55,0.55,True,True,2446852,,,,,False,False,False,False,
2026-06-06 08:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 08:50:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 08:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 09:00:00+00:00,205.98,90.97999999999999,5,0.55,0.56,0.5583124575201477,True,False,2446852,,,,,False,False,False,False,
2026-06-06 09:05:00+00:00,53.57,23.57,1,0.56,0.56,0.56,True,True,2446852,,,,,False,False,False,False,
2026-06-06 09:10:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 09:15:00+00:00,92.59,50.0,2,0.54,0.54,0.54,True,True,2446852,,,,,False,False,False,False,
2026-06-06 09:20:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 09:25:00+00:00,19.39,8.53,1,0.56,0.56,0.56,True,True,2446852,,,,,False,False,False,False,
2026-06-06 09:30:00+00:00,178.57,78.57,1,0.56,0.56,0.56,True,True,2446852,,,,,False,False,False,False,
2026-06-06 09:35:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 09:40:00+00:00,889.5400000000001,383.69,4,0.55,0.5800000000000001,0.5701680643928323,True,False,2446852,,,,,False,False,False,False,
2026-06-06 09:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 09:50:00+00:00,3.47,1.49,1,0.5700000000000001,0.5700000000000001,0.5700000000000001,True,True,2446852,,,,,False,False,False,False,
2026-06-06 09:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 10:00:00+00:00,862.73,370.10999999999996,5,0.56,0.5800000000000001,0.5709992697599481,True,False,2446852,,,,,False,False,False,False,
2026-06-06 10:05:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 10:10:00+00:00,20.0,8.4,1,0.5800000000000001,0.5800000000000001,0.5800000000000001,True,True,2446852,,,,,False,False,False,False,
2026-06-06 10:15:00+00:00,94.83,39.830000000000005,2,0.5800000000000001,0.5800000000000001,0.5800000000000001,True,True,2446852,,,,,False,False,False,False,
2026-06-06 10:20:00+00:00,150.97,53.11,6,0.62,0.6699999999999999,0.6481413525866065,True,False,2446852,,,,,False,False,False,False,
2026-06-06 10:25:00+00:00,789.02,255.38,2,0.6699999999999999,0.6799999999999999,0.6763369749816227,True,True,2446852,9.633697498162263,7.374440354748662,,,False,False,False,False,
2026-06-06 10:30:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 10:35:00+00:00,10.97,7.46,1,0.68,0.68,0.68,True,True,2446852,,,,,False,False,False,False,
2026-06-06 10:40:00+00:00,77.67999999999999,25.689999999999998,3,0.61,0.69,0.683717816683831,True,False,2446852,,,,,False,False,False,False,
2026-06-06 10:45:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 10:50:00+00:00,101.02000000000001,35.50000000000001,3,0.6,0.65,0.6485448426054247,True,False,2446852,,,,,False,False,False,False,
2026-06-06 10:55:00+00:00,0.0,0.0,0,,,,False,False,2446852,,,,,False,False,False,False,
2026-06-06 11:00:00+00:00,3.0,1.2,1,0.6,0.6,0.6,True,True,2446852,,,,,False,False,False,False,
2026-06-06 11:05:00+00:00,131.43,52.57,2,0.6,0.6,0.6,True,True,2446852,,,,,False,False,False,False,
2026-06-06 11:10:00+00:00,237.61,91.41,9,0.6,0.65,0.6153423677454652,True,False,2446852,,,,,False,False,False,False,
